asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\twoNodeExmp\configManual.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-18_14-13-29\configManual.json[MAIN]
asn=28331	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=28331	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 14], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=28331	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=28333	id=1   	App	rx app packet seqnum=14 from=2 at cell [ts: 1, co: 1][NODE]
asn=28333	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=14 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=28333	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=28333	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=28816	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=28816	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=28816	id=3   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=28816	id=3   	App	dropping app packet seqnum=6 for=1: no route
asn=28816	id=3   	App	Number of packet drops: 6
asn=28816	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=29336	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=29336	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=29336	id=2   	App	generate a packet, seqnum=15 for=1 [PACKET_SOURCE]
asn=29336	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=29336	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=29336	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=29336	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=29336	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=29336	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 15], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=29336	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=29338	id=1   	App	rx app packet seqnum=15 from=2 at cell [ts: 1, co: 1][NODE]
asn=29338	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=15 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=29338	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=29338	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=29653	id=3   	Node	send keepalive packet to=1[NODE]
asn=29653	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=29653	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=29653	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=29653	id=3   	TSCH	Node: 3  length: 1 on packet ready
asn=29653	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: -1], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=29653	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=-1  	Main	300 seconds, progress 25.00%[SIMULATOR]
asn=30001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=30001	id=-1  	Main	joined_routing/joined_tsch/total=3/3/3 [ROUTE]
asn=30001	id=-1  	TSCH	Periodic process called for [Node]
asn=30001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=1   	TSCH	stats: {"idle_listen":19964,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":15,"tx_data":21,"tx_data_rx_ack":0}[NODE]
asn=30001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=2   	TSCH	stats: {"idle_listen":11497,"channel_scan":12732,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":15}[NODE]
asn=30001	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=3   	TSCH	stats: {"idle_listen":5115,"channel_scan":14653,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=30003	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30003	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30003	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=30003	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30043	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=30043	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=30043	id=3   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=30043	id=3   	App	dropping app packet seqnum=7 for=1: no route
asn=30043	id=3   	App	Number of packet drops: 7
asn=30043	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30305	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=30305	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=30305	id=2   	App	generate a packet, seqnum=16 for=1 [PACKET_SOURCE]
asn=30305	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=30305	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=30305	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=30305	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=30305	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=30305	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 16], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=30305	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=30307	id=1   	App	rx app packet seqnum=16 from=2 at cell [ts: 1, co: 1][NODE]
asn=30307	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=16 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=30307	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=30307	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30565	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=30565	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=30565	id=3   	App	generate a packet, seqnum=8 for=1 [PACKET_SOURCE]
asn=30565	id=3   	App	dropping app packet seqnum=8 for=1: no route
asn=30565	id=3   	App	Number of packet drops: 8
asn=30565	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31251	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31251	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31251	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=31251	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31413	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=31413	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=31413	id=2   	App	generate a packet, seqnum=17 for=1 [PACKET_SOURCE]
asn=31413	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=31413	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=31413	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=31413	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=31413	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=31413	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 17], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=31413	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=31414	id=1   	App	rx app packet seqnum=17 from=2 at cell [ts: 1, co: 1][NODE]
asn=31414	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=17 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=31414	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=31414	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31906	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=31906	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=31906	id=3   	App	generate a packet, seqnum=9 for=1 [PACKET_SOURCE]
asn=31906	id=3   	App	dropping app packet seqnum=9 for=1: no route
asn=31906	id=3   	App	Number of packet drops: 9
asn=31906	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=32407	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=32407	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=32407	id=2   	App	generate a packet, seqnum=18 for=1 [PACKET_SOURCE]
asn=32407	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=32407	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=32407	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=32407	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=32407	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=32407	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 18], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=32407	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=32407	id=1   	App	rx app packet seqnum=18 from=2 at cell [ts: 1, co: 1][NODE]
asn=32407	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=18 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=32407	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=32407	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=32615	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=32615	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=32615	id=3   	App	generate a packet, seqnum=10 for=1 [PACKET_SOURCE]
asn=32615	id=3   	App	dropping app packet seqnum=10 for=1: no route
asn=32615	id=3   	App	Number of packet drops: 10
asn=32615	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=32748	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=32748	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=32748	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=32748	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33408	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=33408	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=33408	id=3   	App	generate a packet, seqnum=11 for=1 [PACKET_SOURCE]
asn=33408	id=3   	App	dropping app packet seqnum=11 for=1: no route
asn=33408	id=3   	App	Number of packet drops: 11
asn=33408	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33963	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33963	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33963	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33963	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33992	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=33992	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=33992	id=2   	App	generate a packet, seqnum=19 for=1 [PACKET_SOURCE]
asn=33992	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=33992	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=33992	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=33992	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=33992	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=33992	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 19], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=33992	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=33994	id=1   	App	rx app packet seqnum=19 from=2 at cell [ts: 1, co: 1][NODE]
asn=33994	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=19 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=33994	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33994	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34257	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=34257	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=34257	id=2   	App	generate a packet, seqnum=20 for=1 [PACKET_SOURCE]
asn=34257	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=34257	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=34257	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=34257	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=34257	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=34257	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 20], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=34257	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=34258	id=1   	App	rx app packet seqnum=20 from=2 at cell [ts: 1, co: 1][NODE]
asn=34258	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=20 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=34258	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=34258	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34734	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=34734	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=34734	id=3   	App	generate a packet, seqnum=12 for=1 [PACKET_SOURCE]
asn=34734	id=3   	App	dropping app packet seqnum=12 for=1: no route
asn=34734	id=3   	App	Number of packet drops: 12
asn=34734	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35303	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=35303	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=35303	id=3   	App	generate a packet, seqnum=13 for=1 [PACKET_SOURCE]
asn=35303	id=3   	App	dropping app packet seqnum=13 for=1: no route
asn=35303	id=3   	App	Number of packet drops: 13
asn=35303	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35304	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35304	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35304	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=35304	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=35654	id=3   	Node	send keepalive packet to=1[NODE]
asn=35654	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=35654	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=35654	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=35654	id=3   	TSCH	Node: 3  length: 1 on packet ready
asn=35654	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: -1], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=35654	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=35744	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=35744	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=35744	id=2   	App	generate a packet, seqnum=21 for=1 [PACKET_SOURCE]
asn=35744	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=35744	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=35744	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=35744	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=35744	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=35744	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 21], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=35744	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=35746	id=1   	App	rx app packet seqnum=21 from=2 at cell [ts: 1, co: 1][NODE]
asn=35746	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=21 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=35746	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=35746	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36001	id=-1  	Main	360 seconds, progress 30.00%[SIMULATOR]
asn=36001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=36001	id=-1  	Main	joined_routing/joined_tsch/total=3/3/3 [ROUTE]
asn=36001	id=-1  	TSCH	Periodic process called for [Node]
asn=36001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=1   	TSCH	stats: {"idle_listen":23953,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":21,"tx_data":26,"tx_data_rx_ack":0}[NODE]
asn=36001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=2   	TSCH	stats: {"idle_listen":15491,"channel_scan":12732,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":21}[NODE]
asn=36001	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=3   	TSCH	stats: {"idle_listen":7115,"channel_scan":14653,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=36687	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36687	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36687	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=36687	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36760	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=36760	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=36760	id=3   	App	generate a packet, seqnum=14 for=1 [PACKET_SOURCE]
asn=36760	id=3   	App	dropping app packet seqnum=14 for=1: no route
asn=36760	id=3   	App	Number of packet drops: 14
asn=36760	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36961	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=36961	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=36961	id=2   	App	generate a packet, seqnum=22 for=1 [PACKET_SOURCE]
asn=36961	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=36961	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=36961	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=36961	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=36961	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=36961	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 22], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=36961	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=36961	id=1   	App	rx app packet seqnum=22 from=2 at cell [ts: 1, co: 1][NODE]
asn=36961	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=22 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=36961	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=36961	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37147	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=37147	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=37147	id=2   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=37147	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=37147	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=37147	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=37147	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=37147	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=37147	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 23], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=37147	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=37147	id=1   	App	rx app packet seqnum=23 from=2 at cell [ts: 1, co: 1][NODE]
asn=37147	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=23 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=37147	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=37147	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37233	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=37233	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=37233	id=3   	App	generate a packet, seqnum=15 for=1 [PACKET_SOURCE]
asn=37233	id=3   	App	dropping app packet seqnum=15 for=1: no route
asn=37233	id=3   	App	Number of packet drops: 15
asn=37233	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38024	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=38024	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=38024	id=2   	App	generate a packet, seqnum=24 for=1 [PACKET_SOURCE]
asn=38024	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=38024	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=38024	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=38024	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=38024	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=38024	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 24], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=38024	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=38026	id=1   	App	rx app packet seqnum=24 from=2 at cell [ts: 1, co: 1][NODE]
asn=38026	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=24 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=38026	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38026	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38653	id=3   	Node	warning: leaving network, did not resynchronize with the time source for seconds=120[NODE]
asn=38653	id=3   	TSCH	Node has joined TSCH [NODE]
asn=38653	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: -1 [NODE]
asn=38653	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38653	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38653	id=3   	Node	keepalive packet sent: failed, to=1[NODE]
asn=38653	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: -1 [NODE]
asn=38653	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38653	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38653	id=3   	Node	keepalive packet sent: failed, to=1[NODE]
asn=38653	id=3   	Node	update time source called [NODE]
asn=38653	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=38653	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38653	id=3   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=38653	id=3   	Node	scanning on channel=25...[NODE]
asn=38754	id=3   	Node	scanning on channel=20...[NODE]
asn=38754	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38754	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38754	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38784	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=38855	id=3   	Node	scanning on channel=26...[NODE]
asn=39057	id=3   	Node	scanning on channel=25...[NODE]
asn=39114	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=39158	id=3   	Node	scanning on channel=20...[NODE]
asn=39360	id=3   	Node	scanning on channel=26...[NODE]
asn=39461	id=3   	Node	scanning on channel=25...[NODE]
asn=39562	id=3   	Node	scanning on channel=20...[NODE]
asn=39663	id=3   	Node	scanning on channel=25...[NODE]
asn=39670	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=39670	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=39670	id=2   	App	generate a packet, seqnum=25 for=1 [PACKET_SOURCE]
asn=39670	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=39670	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=39670	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=39670	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=39670	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=39670	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 25], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=39670	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=39670	id=1   	App	rx app packet seqnum=25 from=2 at cell [ts: 1, co: 1][NODE]
asn=39670	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=25 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=39670	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=39670	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=39764	id=3   	Node	scanning on channel=20...[NODE]
asn=39865	id=3   	Node	scanning on channel=25...[NODE]
asn=39966	id=3   	Node	scanning on channel=20...[NODE]
asn=40067	id=3   	Node	scanning on channel=25...[NODE]
asn=40153	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=40168	id=3   	Node	scanning on channel=26...[NODE]
asn=40221	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=40221	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=40221	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=40269	id=3   	Node	scanning on channel=20...[NODE]
asn=40329	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=40329	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=40329	id=2   	App	generate a packet, seqnum=26 for=1 [PACKET_SOURCE]
asn=40329	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=40329	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=40329	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=40329	id=2   	TSCH	Node: 2  length: 1 on packet ready
