asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\twoNodeExmp\configManual.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-18_14-13-29\configManual.json[MAIN]
asn=4600 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4728 	id=2   	Node	scanning on channel=25...[NODE]
asn=4829 	id=2   	Node	scanning on channel=15...[NODE]
asn=4930 	id=2   	Node	scanning on channel=26...[NODE]
asn=5031 	id=2   	Node	scanning on channel=20...[NODE]
asn=5132 	id=2   	Node	scanning on channel=25...[NODE]
asn=5233 	id=2   	Node	scanning on channel=20...[NODE]
asn=5334 	id=2   	Node	scanning on channel=25...[NODE]
asn=5435 	id=2   	Node	scanning on channel=26...[NODE]
asn=5536 	id=2   	Node	scanning on channel=15...[NODE]
asn=5940 	id=2   	Node	scanning on channel=20...[NODE]
asn=6001 	id=-1  	Main	60 seconds, progress 5.00%[SIMULATOR]
asn=6001 	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=6001 	id=-1  	Main	joined_routing/joined_tsch/total=2/2/3 [ROUTE]
asn=6001 	id=-1  	TSCH	Periodic process called for [Node]
asn=6001 	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=1   	TSCH	stats: {"idle_listen":3996,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":0,"tx_data":4,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=2   	TSCH	stats: {"idle_listen":0,"channel_scan":6000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6001 	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=6001 	id=3   	TSCH	stats: {"idle_listen":1467,"channel_scan":1599,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=6041 	id=2   	Node	scanning on channel=25...[NODE]
asn=6108 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6108 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=6108 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=6142 	id=2   	Node	scanning on channel=26...[NODE]
asn=6344 	id=2   	Node	scanning on channel=20...[NODE]
asn=6544 	id=2   	Node	scanning on channel=25...[NODE]
asn=6644 	id=2   	Node	scanning on channel=20...[NODE]
asn=6744 	id=2   	Node	scanning on channel=26...[NODE]
asn=6944 	id=2   	Node	scanning on channel=15...[NODE]
asn=7044 	id=2   	Node	scanning on channel=25...[NODE]
asn=7144 	id=2   	Node	scanning on channel=15...[NODE]
asn=7244 	id=2   	Node	scanning on channel=20...[NODE]
asn=7344 	id=2   	Node	scanning on channel=15...[NODE]
asn=7444 	id=2   	Node	scanning on channel=26...[NODE]
asn=7659 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7659 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=7659 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7844 	id=2   	Node	scanning on channel=25...[NODE]
asn=7944 	id=2   	Node	scanning on channel=15...[NODE]
asn=8044 	id=2   	Node	scanning on channel=25...[NODE]
asn=8144 	id=2   	Node	scanning on channel=20...[NODE]
asn=8244 	id=2   	Node	scanning on channel=25...[NODE]
asn=8344 	id=2   	Node	scanning on channel=20...[NODE]
asn=8444 	id=2   	Node	scanning on channel=25...[NODE]
asn=8644 	id=2   	Node	scanning on channel=26...[NODE]
asn=8744 	id=2   	Node	scanning on channel=25...[NODE]
asn=8944 	id=2   	Node	scanning on channel=15...[NODE]
asn=8973 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=8973 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=8973 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=9044 	id=2   	Node	scanning on channel=25...[NODE]
asn=9144 	id=2   	Node	scanning on channel=20...[NODE]
asn=9444 	id=2   	Node	scanning on channel=25...[NODE]
asn=9544 	id=2   	Node	scanning on channel=26...[NODE]
asn=9644 	id=2   	Node	scanning on channel=20...[NODE]
asn=9744 	id=2   	Node	scanning on channel=25...[NODE]
asn=9944 	id=2   	Node	scanning on channel=15...[NODE]
asn=10044	id=2   	Node	scanning on channel=26...[NODE]
asn=10140	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=10144	id=2   	Node	scanning on channel=20...[NODE]
asn=10221	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10221	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=10221	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10244	id=2   	Node	scanning on channel=26...[NODE]
asn=10444	id=2   	Node	scanning on channel=25...[NODE]
asn=10589	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=10589	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=10589	id=3   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=10589	id=3   	App	dropping app packet seqnum=1 for=1: no route
asn=10589	id=3   	App	Number of packet drops: 1
asn=10589	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=10600	id=3   	Node	send keepalive packet to=1[NODE]
asn=10600	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=10600	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=10600	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=10600	id=3   	TSCH	Node: 3  length: 1 on packet ready
asn=10600	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: -1], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=10600	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=10644	id=2   	Node	scanning on channel=20...[NODE]
asn=10844	id=2   	Node	scanning on channel=25...[NODE]
asn=11044	id=2   	Node	scanning on channel=20...[NODE]
asn=11144	id=2   	Node	scanning on channel=25...[NODE]
asn=11436	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11436	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=11436	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11544	id=2   	Node	scanning on channel=20...[NODE]
asn=11644	id=2   	Node	scanning on channel=15...[NODE]
asn=11679	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=11679	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=11679	id=3   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=11679	id=3   	App	dropping app packet seqnum=2 for=1: no route
asn=11679	id=3   	App	Number of packet drops: 2
asn=11679	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=11844	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=11844	id=2   	Node	scanning on channel=20...[NODE]
asn=11944	id=2   	Node	scanning on channel=26...[NODE]
asn=12000	id=-1  	Main	120 seconds, progress 10.00%[SIMULATOR]
asn=12000	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=12000	id=-1  	Main	joined_routing/joined_tsch/total=2/2/3 [ROUTE]
asn=12000	id=-1  	TSCH	Periodic process called for [Node]
asn=12000	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=1   	TSCH	stats: {"idle_listen":7990,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":0,"tx_data":9,"tx_data_rx_ack":0}[NODE]
asn=12000	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=2   	TSCH	stats: {"idle_listen":0,"channel_scan":11999,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=12000	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=12000	id=3   	TSCH	stats: {"idle_listen":3466,"channel_scan":1599,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=12044	id=2   	Node	scanning on channel=25...[NODE]
asn=12144	id=2   	Node	scanning on channel=20...[NODE]
asn=12417	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=12417	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=12417	id=3   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=12417	id=3   	App	dropping app packet seqnum=3 for=1: no route
asn=12417	id=3   	App	Number of packet drops: 3
asn=12417	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12444	id=2   	Node	scanning on channel=25...[NODE]
asn=12544	id=2   	Node	scanning on channel=15...[NODE]
asn=12579	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=12732	id=2   	Node	add neighbor id=1 [NODE]
asn=12732	id=2   	Node	Add_route called from ensure neighbor
asn=12732	id=2   	TSCH	joined/associated at 127.32 on receiving an EB packet from 1[NODE]
asn=12732	id=2   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=12732	id=2   	Node	update time source called [NODE]
asn=12732	id=2   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=12732	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12732	id=2   	Node	Start method called from Manual Routing for 2
asn=12732	id=2   	Node	Route File Read successfully [ROUTING MANUAL]
asn=12732	id=2   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=12732	id=2   	Node	Reading routes for Node 2 [ROUTING MANUAL]
asn=12732	id=2   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=12732	id=2   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 2
asn=12732	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12732	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12732	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=12732	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=12732	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13160	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=13160	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=13160	id=2   	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=13160	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=13160	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=13160	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=13160	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=13160	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=13160	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 1], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=13160	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=13162	id=1   	Node	add neighbor id=2 [NODE]
asn=13162	id=1   	Node	Add_route called from ensure neighbor
asn=13162	id=1   	App	rx app packet seqnum=1 from=2 at cell [ts: 1, co: 1][NODE]
asn=13162	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=1 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=13162	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=13162	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13184	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=13184	id=3   	Node	warning: failed to find a nexthop for=1 [ROUTE]
asn=13184	id=3   	App	generate a packet, seqnum=4 for=1 [PACKET_SOURCE]
asn=13184	id=3   	App	dropping app packet seqnum=4 for=1: no route
asn=13184	id=3   	App	Number of packet drops: 4
asn=13184	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13599	id=3   	Node	warning: leaving network, did not resynchronize with the time source for seconds=120[NODE]
asn=13599	id=3   	TSCH	Node has joined TSCH [NODE]
asn=13599	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: -1 [NODE]
asn=13599	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=13599	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13599	id=3   	Node	keepalive packet sent: failed, to=1[NODE]
asn=13599	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: -1 [NODE]
asn=13599	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=13599	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13599	id=3   	Node	keepalive packet sent: failed, to=1[NODE]
asn=13599	id=3   	Node	update time source called [NODE]
asn=13599	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=13599	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=13599	id=3   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=13599	id=3   	Node	scanning on channel=20...[NODE]
asn=13700	id=3   	Node	scanning on channel=25...[NODE]
asn=13801	id=3   	Node	scanning on channel=15...[NODE]
asn=14104	id=3   	Node	scanning on channel=20...[NODE]
asn=14154	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14154	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=14154	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14210	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=14210	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=14210	id=2   	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=14210	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=14210	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=14210	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=14210	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=14210	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=14210	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 2], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=14210	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=14212	id=1   	App	rx app packet seqnum=2 from=2 at cell [ts: 1, co: 1][NODE]
asn=14212	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=14212	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=14212	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=14306	id=3   	Node	scanning on channel=15...[NODE]
asn=14407	id=3   	Node	scanning on channel=26...[NODE]
asn=14508	id=3   	Node	scanning on channel=20...[NODE]
asn=14609	id=3   	Node	scanning on channel=25...[NODE]
asn=14680	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=14710	id=3   	Node	scanning on channel=26...[NODE]
asn=15013	id=3   	Node	scanning on channel=15...[NODE]
asn=15020	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=15114	id=3   	Node	scanning on channel=25...[NODE]
asn=15316	id=3   	Node	scanning on channel=20...[NODE]
asn=15417	id=3   	Node	scanning on channel=25...[NODE]
asn=15448	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=15448	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=15448	id=2   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=15448	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=15448	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=15448	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=15448	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=15448	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=15448	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 3], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=15448	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=15448	id=1   	App	rx app packet seqnum=3 from=2 at cell [ts: 1, co: 1][NODE]
asn=15448	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=15448	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=15448	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=15518	id=3   	Node	scanning on channel=15...[NODE]
asn=15619	id=3   	Node	scanning on channel=20...[NODE]
asn=15666	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=15666	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=15666	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=15720	id=3   	Node	scanning on channel=26...[NODE]
asn=15821	id=3   	Node	scanning on channel=20...[NODE]
asn=15922	id=3   	Node	scanning on channel=26...[NODE]
asn=16023	id=3   	Node	scanning on channel=25...[NODE]
asn=16326	id=3   	Node	scanning on channel=26...[NODE]
asn=16629	id=3   	Node	scanning on channel=25...[NODE]
asn=16730	id=3   	Node	scanning on channel=26...[NODE]
asn=16831	id=3   	Node	scanning on channel=25...[NODE]
asn=16900	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=17033	id=3   	Node	scanning on channel=26...[NODE]
asn=17235	id=3   	Node	scanning on channel=15...[NODE]
asn=17238	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=17238	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=17238	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=17336	id=3   	Node	scanning on channel=26...[NODE]
asn=17538	id=3   	Node	scanning on channel=20...[NODE]
asn=17740	id=3   	Node	scanning on channel=26...[NODE]
asn=17841	id=3   	Node	scanning on channel=15...[NODE]
asn=17941	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=18001	id=-1  	Main	180 seconds, progress 15.00%[SIMULATOR]
asn=18001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=18001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/3 [ROUTE]
asn=18001	id=-1  	TSCH	Periodic process called for [Node]
asn=18001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=18001	id=1   	TSCH	stats: {"idle_listen":11984,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":3,"tx_data":13,"tx_data_rx_ack":0}[NODE]
